Stock,Cumulative Return,Annualized Return,Sharpe Ratio,Max Drawdown,Win Rate
AAPL,0.10378654937424514,0.7384273500803538,3.4860735618802456,-0.0347628319464319,0.5777777777777777
MSFT,0.03183906492804578,0.1918648440431523,1.0696333571790397,-0.03885040730265708,0.4666666666666667
