cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,strategy,date
-0.5472250208128804,-0.6170973996936315,-1.244255000541814,-0.6314507879405084,0.44711538461538464,208,rolling,2011-01
0.8701745777383085,1.1349891911247827,1.5413374238212785,-0.28221901729135296,0.5576923076923077,208,expanding,2011-01
-0.37253365106153047,-0.4194287672313177,-1.2324968899236926,-0.4636752492142822,0.46296296296296297,216,rolling,2012-01
0.7598711093449593,1.0683224738600172,2.1147689090780672,-0.14029564249442514,0.5408163265306123,196,expanding,2012-01
0.3499551011410553,0.4384238445326434,1.7870996836576576,-0.14323656329422643,0.5192307692307693,208,rolling,2013-01
0.9200330849645499,1.5181914135464458,4.549752449939406,-0.07460990827241927,0.5730337078651685,178,expanding,2013-01
0.020221820830458315,0.023412336847381088,0.2154284149377949,-0.1356048685574181,0.47706422018348627,218,rolling,2014-01
0.570063381135463,0.9673234872291656,3.393905034083732,-0.06378652321006176,0.6011904761904762,168,expanding,2014-01
0.3525262790986565,0.44174373938166833,1.622313399330379,-0.13730185348897286,0.5336538461538461,208,rolling,2015-01
1.67864947044677,3.3840331353156046,6.182283001596001,-0.03898517499789672,0.6488095238095238,168,expanding,2015-01
-0.1936370778819806,-0.2295256833223447,-0.7598796873173376,-0.28762527911793384,0.4230769230769231,208,rolling,2016-01
1.7101984576785019,3.4617131014131317,5.718649252015572,-0.06307861289816423,0.6369047619047619,168,expanding,2016-01
