cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,strategy,date
0.01358511071865065,0.01358511071865065,0.19694208788152545,-0.30019628218450606,0.5277777777777778,252,rolling,2011-01
0.01358511071865065,0.01358511071865065,0.19694208788152545,-0.30019628218450606,0.5277777777777778,252,expanding,2011-01
-0.28722302334821126,-0.2891511053308945,-1.7428536597127955,-0.3070330789027018,0.444,250,rolling,2012-01
0.20144752714113778,0.20321280819890442,1.0856066851284902,-0.1345822784810124,0.496,250,expanding,2012-01
0.02086048100104443,0.02086048100104443,0.206200972898428,-0.10946100550733777,0.4444444444444444,252,rolling,2013-01
-0.29523014203276865,-0.29523014203276865,-1.9923530357141415,-0.29770867818202645,0.4444444444444444,252,expanding,2013-01
-0.10718279367425965,-0.10718279367425965,-0.675211417148412,-0.20083284636706414,0.47619047619047616,252,rolling,2014-01
-0.11364173093847252,-0.11364173093847252,-0.7234879631220293,-0.13828348227883586,0.4722222222222222,252,expanding,2014-01
-0.4241481093154832,-0.4241481093154832,-2.3989219794728034,-0.4216950744511168,0.4444444444444444,252,rolling,2015-01
-0.4424057641252841,-0.4424057641252841,-2.549339662115779,-0.4502609515109348,0.4365079365079365,252,expanding,2015-01
0.04615593773366977,0.04615593773366977,0.3491499221829744,-0.13447719142739464,0.49603174603174605,252,rolling,2016-01
-0.20074779688563404,-0.20074779688563404,-1.2254074399834698,-0.27742989987514693,0.503968253968254,252,expanding,2016-01
0.05590111811355092,0.06520562548388642,0.4401648683038152,-0.12712344675343554,0.45622119815668205,217,rolling,2017-01
-0.14832887959839025,-0.17010058876278522,-0.9420300646234343,-0.23228257098731248,0.4838709677419355,217,expanding,2017-01
