cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,accuracy,precision,recall,f1_score,strategy,date
-0.3221312247742363,-0.3221312247742363,-1.354571111053247,-0.35068932396351565,0.43253968253968256,252,0.4722222222222222,0.5,0.5112781954887218,0.5055762081784386,rolling,2011-01
-0.4421705980225388,-0.4421705980225388,-2.1099239759146333,-0.45665751349134276,0.4246031746031746,252,0.4801587301587302,0.5068493150684932,0.556390977443609,0.5304659498207885,expanding,2011-01
-0.6058747832067903,-0.6087995943731036,-3.0908649358030282,-0.5997159737407756,0.428,250,0.468,0.45161290322580644,0.1076923076923077,0.17391304347826086,rolling,2012-01
-0.7748025215837246,-0.7774723244249548,-5.207457659964403,-0.7845042948697394,0.36,250,0.48,0.5,0.6692307692307692,0.5723684210526315,expanding,2012-01
0.07418952410141078,0.07418952410141078,0.3964007447581905,-0.31623048077078425,0.5,252,0.4880952380952381,0.4897959183673469,0.967741935483871,0.6504065040650406,rolling,2013-01
-0.6955854884250827,-0.6955854884250827,-4.178672803705603,-0.6905113425016762,0.4087301587301587,252,0.5079365079365079,0.5,0.6129032258064516,0.5507246376811594,expanding,2013-01
0.3748587356911901,0.3748587356911901,1.580823727668686,-0.10327964345222769,0.5317460317460317,252,0.5396825396825397,0.54,0.9926470588235294,0.6994818652849741,rolling,2014-01
0.13007899700567416,0.13007899700567416,0.6719419265369025,-0.17087427742012998,0.5436507936507936,252,0.5,0.5581395348837209,0.35294117647058826,0.43243243243243246,expanding,2014-01
-0.6411534036945766,-0.6411534036945766,-3.821299412399988,-0.6377209579907857,0.38095238095238093,252,0.4880952380952381,0.4817073170731707,0.6422764227642277,0.5505226480836237,rolling,2015-01
0.2215151818358081,0.2215151818358081,0.8862599077375906,-0.19431073966149842,0.5595238095238095,252,0.5396825396825397,0.5466666666666666,0.3333333333333333,0.41414141414141414,expanding,2015-01
-0.6252104233610123,-0.6252104233610123,-4.235347206319688,-0.6255429456588979,0.4126984126984127,252,0.5119047619047619,0.5362318840579711,0.556390977443609,0.5461254612546126,rolling,2016-01
-0.42106794902769706,-0.42106794902769706,-2.2494201806502603,-0.4305733276303374,0.44841269841269843,252,0.4365079365079365,0.4742857142857143,0.6240601503759399,0.538961038961039,expanding,2016-01
-0.05016964655483891,-0.05802241772265737,-0.2410469889945811,-0.21501279282582317,0.511520737327189,217,0.5069124423963134,0.5555555555555556,0.6504065040650406,0.599250936329588,rolling,2017-01
-0.31017023835111956,-0.3502705371745367,-2.325339306233558,-0.3286210824391958,0.45161290322580644,217,0.45622119815668205,0.5252525252525253,0.42276422764227645,0.46846846846846846,expanding,2017-01
