cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,strategy,date
-0.2604504872605401,-0.2604504872605401,-1.1176895870221089,-0.2687960625132856,0.4603174603174603,252,rolling,2011-01
-0.2604504872605401,-0.2604504872605401,-1.1176895870221089,-0.2687960625132856,0.4603174603174603,252,expanding,2011-01
-0.4364096653702919,-0.43898917045067964,-4.617782376776784,-0.44649377988295974,0.424,250,rolling,2012-01
-0.2146104770886489,-0.21612685812218502,-1.843048149164027,-0.23272115944958435,0.464,250,expanding,2012-01
0.18858245735432422,0.18858245735432422,1.1414466235343557,-0.10643086364845314,0.5158730158730159,252,rolling,2013-01
-0.517101721576015,-0.517101721576015,-4.546161997405314,-0.5027145586975473,0.3968253968253968,252,expanding,2013-01
-0.07078200786713895,-0.07078200786713895,-0.3770508504629597,-0.14790256746938943,0.48412698412698413,252,rolling,2014-01
-0.47010113920775,-0.47010113920775,-3.9965158034018664,-0.48370070477112265,0.36507936507936506,252,expanding,2014-01
-0.253750184345239,-0.253750184345239,-1.3695172543668646,-0.27027637936640825,0.42857142857142855,252,rolling,2015-01
-0.7169183540593063,-0.7169183540593063,-6.752910500000093,-0.7185298054184165,0.28174603174603174,252,expanding,2015-01
-0.254897958445225,-0.254897958445225,-1.4882166078609633,-0.26243942719512625,0.42857142857142855,252,rolling,2016-01
-0.5703414426398661,-0.5703414426398661,-4.614431503319566,-0.56913992114687,0.3611111111111111,252,expanding,2016-01
-0.07967570542916946,-0.09191834833798462,-0.7967229888547419,-0.15520594004756105,0.4608294930875576,217,rolling,2017-01
-0.057022015348185295,-0.06590961677634621,-0.5464279384536668,-0.12128214346757157,0.45161290322580644,217,expanding,2017-01
