cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,accuracy,precision,recall,f1_score,strategy,date
-0.726609732327024,-0.726609732327024,-1.9594439473655343,-0.7226830933944242,0.43253968253968256,252,0.5119047619047619,0.4460431654676259,0.5740740740740741,0.5020242914979757,rolling,2011-01
-0.726609732327024,-0.726609732327024,-1.9594439473655343,-0.7226830933944242,0.43253968253968256,252,0.5119047619047619,0.4460431654676259,0.5740740740740741,0.5020242914979757,expanding,2011-01
-0.6407692152018141,-0.6436994149600954,-2.4486669916196453,-0.6248930661381119,0.448,250,0.46,0.4444444444444444,0.029850746268656716,0.055944055944055944,rolling,2012-01
-0.08562187516795305,-0.0862764166443678,-0.031303266195477714,-0.2925041685169656,0.52,250,0.528,0.6081081081081081,0.3358208955223881,0.4326923076923077,expanding,2012-01
-0.5275139850479964,-0.5275139850479964,-3.1197211290244313,-0.5382767229255693,0.4007936507936508,252,0.4603174603174603,0.4090909090909091,0.06818181818181818,0.11688311688311688,rolling,2013-01
-0.45809884230071696,-0.45809884230071696,-2.511436935705417,-0.48251237037971473,0.39285714285714285,252,0.4722222222222222,0.49382716049382713,0.30303030303030304,0.3755868544600939,expanding,2013-01
-0.21897364699067734,-0.21897364699067734,-1.0373448362075932,-0.241343139414073,0.46825396825396826,252,0.5238095238095238,0.5882352941176471,0.15873015873015872,0.25,rolling,2014-01
-0.23620177738058523,-0.23620177738058523,-1.1412762125662461,-0.2702209425910755,0.44841269841269843,252,0.4603174603174603,0.45689655172413796,0.42063492063492064,0.4380165289256198,expanding,2014-01
-0.45644120184421355,-0.45644120184421355,-2.2763109988191,-0.51700863699646,0.4523809523809524,252,0.5436507936507936,0.5294117647058824,0.3025210084033613,0.3850267379679144,rolling,2015-01
-0.44464871165072684,-0.44464871165072684,-2.1900114506987642,-0.4639007454880733,0.43253968253968256,252,0.5158730158730159,0.4906832298136646,0.6638655462184874,0.5642857142857143,expanding,2015-01
-0.8491248507334594,-0.8491248507334594,-6.122169600331504,-0.8523629290977056,0.3531746031746032,252,0.5,0.5555555555555556,0.5,0.5263157894736842,rolling,2016-01
-0.6261965641018823,-0.6261965641018823,-2.9448221973375643,-0.6407740364590125,0.40476190476190477,252,0.4801587301587302,0.5405405405405406,0.42857142857142855,0.47808764940239046,expanding,2016-01
-0.5606030108139182,-0.6151837709756203,-4.42287747855957,-0.5568489421755223,0.39631336405529954,217,0.4930875576036866,0.44871794871794873,0.3431372549019608,0.3888888888888889,rolling,2017-01
-0.22526869169240948,-0.2565149275957751,-1.2515427184349215,-0.2625208197766845,0.511520737327189,217,0.5345622119815668,1.0,0.00980392156862745,0.019417475728155338,expanding,2017-01
