cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,strategy,date
-0.5092512620815612,-0.5092512620815612,-2.5038644741712264,-0.6100998745187882,0.40476190476190477,252,rolling,2011-01
-0.5183176412687881,-0.5183176412687881,-2.5748687829411625,-0.6173031174608974,0.4007936507936508,252,expanding,2011-01
-0.05485089132036802,-0.05527734145927876,-0.1619952993411328,-0.17327526316870823,0.484,250,rolling,2012-01
0.07000353212263488,0.07058287710672606,0.42747695251657575,-0.17327526316870823,0.492,250,expanding,2012-01
-0.16251986349011882,-0.16251986349011882,-0.7436799778524759,-0.20402575292576822,0.45634920634920634,252,rolling,2013-01
-0.36820636756123915,-0.36820636756123915,-2.106753311662036,-0.3954974025264203,0.42063492063492064,252,expanding,2013-01
0.44282545343830204,0.44282545343830204,1.7655002757096503,-0.12682333873581889,0.5238095238095238,252,rolling,2014-01
-0.3382468712683325,-0.3382468712683325,-1.7497971571105575,-0.4299986500199888,0.4365079365079365,252,expanding,2014-01
-0.02215724104666572,-0.02215724104666572,0.03195060753209216,-0.2830423570560518,0.49206349206349204,252,rolling,2015-01
-0.14496226424561598,-0.14496226424561598,-0.5130122149127744,-0.36894817904102334,0.4722222222222222,252,expanding,2015-01
-0.12571908412804933,-0.12571908412804933,-0.4882425699553604,-0.2885135654805328,0.4365079365079365,252,rolling,2016-01
-0.14495509878332602,-0.14495509878332602,-0.5874610159132151,-0.18732183316359668,0.4444444444444444,252,expanding,2016-01
0.17982881744479062,0.21172120836712427,1.243795750351589,-0.14387439706625674,0.5714285714285714,217,rolling,2017-01
-0.4522912048679194,-0.5029726194395339,-4.270291489576123,-0.4531982844253453,0.3686635944700461,217,expanding,2017-01
