cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,accuracy,precision,recall,f1_score,strategy,date
-0.11957234990830012,-0.11957234990830012,-0.1870343980084286,-0.38139009169945715,0.49603174603174605,252,0.503968253968254,0.5,0.992,0.6648793565683646,rolling,2011-01
-0.7080211922707254,-0.7080211922707254,-3.4037866893805235,-0.714622616186534,0.3968253968253968,252,0.5357142857142857,0.521505376344086,0.776,0.6237942122186495,expanding,2011-01
-0.49622048956059117,-0.49897612212657416,-2.5720288619761256,-0.4986536709280707,0.4,250,0.504,0.5,0.25806451612903225,0.3404255319148936,rolling,2012-01
-0.8334870882204797,-0.8358580839755674,-7.5850404335396195,-0.8294051011444907,0.288,250,0.448,0.4453125,0.4596774193548387,0.4523809523809524,expanding,2012-01
0.0617324232278067,0.0617324232278067,0.35933912549211283,-0.12651691182668567,0.4722222222222222,252,0.5079365079365079,0.6,0.047619047619047616,0.08823529411764706,rolling,2013-01
-0.69078389327667,-0.69078389327667,-4.727100878546959,-0.6802818242021161,0.31746031746031744,252,0.5357142857142857,0.5463917525773195,0.42063492063492064,0.47533632286995514,expanding,2013-01
-0.35264180238949827,-0.35264180238949827,-2.5247250701110007,-0.374956067303102,0.4126984126984127,252,0.5,0.5714285714285714,0.21052631578947367,0.3076923076923077,rolling,2014-01
-0.41532450318669756,-0.41532450318669756,-3.1573847053349198,-0.44328665819717444,0.44047619047619047,252,0.5158730158730159,0.5317919075144508,0.6917293233082706,0.6013071895424836,expanding,2014-01
-0.4340975094615501,-0.4340975094615501,-2.3584613839960404,-0.4826284823689761,0.4603174603174603,252,0.5595238095238095,0.5238095238095238,0.3826086956521739,0.44221105527638194,rolling,2015-01
-0.06715181567632433,-0.06715181567632433,-0.182105476339464,-0.17751298684954386,0.5119047619047619,252,0.5515873015873016,0.6,0.05217391304347826,0.096,expanding,2015-01
-0.4875870807523286,-0.4875870807523286,-3.0433965247238746,-0.4860908124171304,0.3888888888888889,252,0.45634920634920634,0.4603174603174603,0.2196969696969697,0.29743589743589743,rolling,2016-01
-0.5140846843731005,-0.5140846843731005,-3.3041883943213177,-0.5450607567054232,0.4523809523809524,252,0.47619047619047616,0.5,0.24242424242424243,0.32653061224489793,expanding,2016-01
-0.13164654869469428,-0.15119314349010626,-0.9933254019185367,-0.19027357494352573,0.48847926267281105,217,0.5529953917050692,0.6111111111111112,0.5454545454545454,0.5764192139737991,rolling,2017-01
-0.22148149470717182,-0.2522926110307959,-1.8308280845507967,-0.230375623943546,0.4377880184331797,217,0.45622119815668205,0.5319148936170213,0.2066115702479339,0.2976190476190476,expanding,2017-01
